state,time,commodity,country,total_import_values
Arizona,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"64,315,599"
Arizona,2017,211 Oil & Gas,World Total,"27,268,707"
Arizona,2017,212 Minerals & Ores,World Total,"88,187,855"
Arizona,2017,311 Food & Kindred Products,World Total,"329,960,018"
Arizona,2017,312 Beverages & Tobacco Products,World Total,"157,881,112"
Arizona,2017,313 Textiles & Fabrics,World Total,"36,479,873"
Arizona,2017,314 Textile Mill Products,World Total,"239,125,739"
Arizona,2017,315 Apparel & Accessories,World Total,"248,742,086"
Arizona,2017,316 Leather & Allied Products,World Total,"113,936,196"
Arizona,2017,321 Wood Products,World Total,"222,784,797"
Arizona,2017,322 Paper,World Total,"99,951,720"
Arizona,2017,"323 Printed Matter And Related Products, Nesoi",World Total,"23,606,976"
Arizona,2017,324 Petroleum & Coal Products,World Total,"5,731,966"
Arizona,2017,325 Chemicals,World Total,"764,635,397"
Arizona,2017,326 Plastics & Rubber Products,World Total,"346,871,943"
Arizona,2017,327 Nonmetallic Mineral Products,World Total,"210,032,641"
Arizona,2017,331 Primary Metal Mfg,World Total,"467,471,300"
Arizona,2017,"332 Fabricated Metal Products, Nesoi",World Total,"605,376,481"
Arizona,2017,"333 Machinery, Except Electrical",World Total,"2,173,878,943"
Arizona,2017,334 Computer & Electronic Products,World Total,"3,927,666,800"
Arizona,2017,"335 Electrical Equipment, Appliances & Components",World Total,"2,016,548,400"
Arizona,2017,336 Transportation Equipment,World Total,"2,766,391,579"
Arizona,2017,337 Furniture & Fixtures,World Total,"503,020,200"
Arizona,2017,339 Miscellaneous Manufactured Commodities,World Total,"758,011,470"
Arizona,2017,910 Waste And Scrap,World Total,"17,090,617"
Arizona,2017,930 Used Or Second-hand Merchandise,World Total,"29,420,642"
Arizona,2017,980 Goods Returned (exports For Canada Only),World Total,"1,823,235,798"
Arizona,2017,990 Other Special Classification Provisions,World Total,"48,344,507"
Arizona,2018,111 Agricultural Products,World Total,"2,413,366,977"
Arizona,2018,112 Livestock & Livestock Products,World Total,"190,281,390"
Arizona,2018,"113 Forestry Products, Nesoi",World Total,"1,854,950"
Arizona,2018,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"51,991,117"
Arizona,2018,211 Oil & Gas,World Total,"38,557,908"
Arizona,2018,212 Minerals & Ores,World Total,"390,180,557"
Arizona,2018,311 Food & Kindred Products,World Total,"330,857,820"
Arizona,2018,312 Beverages & Tobacco Products,World Total,"134,700,823"
Arizona,2018,313 Textiles & Fabrics,World Total,"37,919,477"
Arizona,2018,314 Textile Mill Products,World Total,"237,240,177"
Arizona,2018,315 Apparel & Accessories,World Total,"265,081,666"
Arizona,2018,316 Leather & Allied Products,World Total,"130,469,646"
Arizona,2018,321 Wood Products,World Total,"249,215,026"
Arizona,2018,322 Paper,World Total,"125,892,799"
Arizona,2018,"323 Printed Matter And Related Products, Nesoi",World Total,"16,594,786"
Arizona,2018,324 Petroleum & Coal Products,World Total,"4,333,981"
Arizona,2018,325 Chemicals,World Total,"806,800,836"
Arizona,2018,326 Plastics & Rubber Products,World Total,"390,735,563"
Arizona,2018,327 Nonmetallic Mineral Products,World Total,"254,558,457"
Arizona,2018,331 Primary Metal Mfg,World Total,"472,585,989"
Arizona,2018,"332 Fabricated Metal Products, Nesoi",World Total,"727,462,847"
Arizona,2018,"333 Machinery, Except Electrical",World Total,"2,563,677,956"
Arizona,2018,334 Computer & Electronic Products,World Total,"4,367,079,368"
Arizona,2018,"335 Electrical Equipment, Appliances & Components",World Total,"2,481,929,039"
Arizona,2018,336 Transportation Equipment,World Total,"2,032,198,131"
Arizona,2018,337 Furniture & Fixtures,World Total,"557,520,481"
Arizona,2018,339 Miscellaneous Manufactured Commodities,World Total,"1,018,819,099"
Arizona,2018,910 Waste And Scrap,World Total,"19,323,980"
Arizona,2018,930 Used Or Second-hand Merchandise,World Total,"47,132,257"
Arizona,2018,980 Goods Returned (exports For Canada Only),World Total,"2,043,168,357"
Arizona,2018,990 Other Special Classification Provisions,World Total,"56,488,733"
Arkansas,2014,111 Agricultural Products,World Total,"19,971,810"
Arkansas,2014,112 Livestock & Livestock Products,World Total,"976,179"
Arkansas,2014,"113 Forestry Products, Nesoi",World Total,"192,792"
Arkansas,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"3,805,001"
Arkansas,2014,211 Oil & Gas,World Total,"46,713,946"
Arkansas,2014,212 Minerals & Ores,World Total,"18,743,766"
Arkansas,2014,311 Food & Kindred Products,World Total,"89,179,942"
Arkansas,2014,312 Beverages & Tobacco Products,World Total,"48,779,101"
Arkansas,2014,313 Textiles & Fabrics,World Total,"46,512,078"
Arkansas,2014,314 Textile Mill Products,World Total,"221,535,348"
Arkansas,2014,315 Apparel & Accessories,World Total,"204,954,672"
Arkansas,2014,316 Leather & Allied Products,World Total,"94,069,305"
Arkansas,2014,321 Wood Products,World Total,"69,134,150"
Arkansas,2014,322 Paper,World Total,"87,575,605"
Arkansas,2014,"323 Printed Matter And Related Products, Nesoi",World Total,"34,453,409"
Arkansas,2014,324 Petroleum & Coal Products,World Total,"29,837,130"
Arkansas,2014,325 Chemicals,World Total,"359,871,840"
Arkansas,2014,326 Plastics & Rubber Products,World Total,"230,745,230"
Arkansas,2014,327 Nonmetallic Mineral Products,World Total,"54,930,351"
Arkansas,2014,331 Primary Metal Mfg,World Total,"443,155,925"
Arkansas,2014,"332 Fabricated Metal Products, Nesoi",World Total,"509,672,857"
Arkansas,2014,"333 Machinery, Except Electrical",World Total,"803,111,416"
Arkansas,2014,334 Computer & Electronic Products,World Total,"422,236,318"
Arkansas,2014,"335 Electrical Equipment, Appliances & Components",World Total,"702,671,804"
Arkansas,2014,336 Transportation Equipment,World Total,"2,143,332,427"
Arkansas,2014,337 Furniture & Fixtures,World Total,"264,376,458"
Arkansas,2014,339 Miscellaneous Manufactured Commodities,World Total,"556,241,005"
Arkansas,2014,910 Waste And Scrap,World Total,"2,695,230"
Arkansas,2014,930 Used Or Second-hand Merchandise,World Total,"2,016,620"
Arkansas,2014,980 Goods Returned (exports For Canada Only),World Total,"97,483,796"
Arkansas,2014,990 Other Special Classification Provisions,World Total,"716,073"
Arkansas,2015,111 Agricultural Products,World Total,"41,627,548"
Arkansas,2015,112 Livestock & Livestock Products,World Total,"2,391,729"
Arkansas,2015,"113 Forestry Products, Nesoi",World Total,"201,609"
Arkansas,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"452,069"
Arkansas,2015,211 Oil & Gas,World Total,"28,639,618"
Arkansas,2015,212 Minerals & Ores,World Total,"14,298,674"
Arkansas,2015,311 Food & Kindred Products,World Total,"98,936,627"
Arkansas,2015,312 Beverages & Tobacco Products,World Total,"55,810,614"
Arkansas,2015,313 Textiles & Fabrics,World Total,"46,068,076"
Arkansas,2015,314 Textile Mill Products,World Total,"251,730,884"
Arkansas,2015,315 Apparel & Accessories,World Total,"196,230,995"
Arkansas,2015,316 Leather & Allied Products,World Total,"81,501,320"
Arkansas,2015,321 Wood Products,World Total,"63,980,389"
Arkansas,2015,322 Paper,World Total,"101,267,884"
Arkansas,2015,"323 Printed Matter And Related Products, Nesoi",World Total,"52,447,184"
Arkansas,2015,324 Petroleum & Coal Products,World Total,"15,362,202"
Arkansas,2015,325 Chemicals,World Total,"261,487,196"
Arkansas,2015,326 Plastics & Rubber Products,World Total,"211,558,658"
Arkansas,2015,327 Nonmetallic Mineral Products,World Total,"55,888,116"
Arkansas,2015,331 Primary Metal Mfg,World Total,"421,102,692"
Arkansas,2015,"332 Fabricated Metal Products, Nesoi",World Total,"555,201,700"
Arkansas,2015,"333 Machinery, Except Electrical",World Total,"1,055,571,729"
Arkansas,2015,334 Computer & Electronic Products,World Total,"330,848,574"
Arkansas,2015,"335 Electrical Equipment, Appliances & Components",World Total,"807,168,575"
Arkansas,2015,336 Transportation Equipment,World Total,"2,237,047,662"
Arkansas,2015,337 Furniture & Fixtures,World Total,"265,076,753"
Arkansas,2015,339 Miscellaneous Manufactured Commodities,World Total,"530,757,990"
Arkansas,2015,910 Waste And Scrap,World Total,"1,850,210"
Arkansas,2015,930 Used Or Second-hand Merchandise,World Total,"2,328,157"
Arkansas,2015,980 Goods Returned (exports For Canada Only),World Total,"124,259,798"
Arkansas,2015,990 Other Special Classification Provisions,World Total,"563,145"
Arkansas,2016,111 Agricultural Products,World Total,"51,061,667"
Arkansas,2016,112 Livestock & Livestock Products,World Total,"3,456,317"
Arkansas,2016,"113 Forestry Products, Nesoi",World Total,"5,230,780"
Arkansas,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"11,375,547"
Arkansas,2016,211 Oil & Gas,World Total,"3,150,965"
Arkansas,2016,212 Minerals & Ores,World Total,"13,593,458"
Arkansas,2016,311 Food & Kindred Products,World Total,"102,651,335"
Arkansas,2016,312 Beverages & Tobacco Products,World Total,"55,803,152"
Arkansas,2016,313 Textiles & Fabrics,World Total,"39,988,961"
Arkansas,2016,314 Textile Mill Products,World Total,"311,495,891"
Arkansas,2016,315 Apparel & Accessories,World Total,"204,925,579"
Arkansas,2016,316 Leather & Allied Products,World Total,"109,744,119"
Arkansas,2016,321 Wood Products,World Total,"62,639,877"
Arkansas,2016,322 Paper,World Total,"95,687,214"
Arkansas,2016,"323 Printed Matter And Related Products, Nesoi",World Total,"69,577,203"
Arkansas,2016,324 Petroleum & Coal Products,World Total,"3,962,990"
Arkansas,2016,325 Chemicals,World Total,"284,767,838"
Arkansas,2016,326 Plastics & Rubber Products,World Total,"227,600,375"
Arkansas,2016,327 Nonmetallic Mineral Products,World Total,"59,343,653"
Arkansas,2016,331 Primary Metal Mfg,World Total,"330,499,367"
Arkansas,2016,"332 Fabricated Metal Products, Nesoi",World Total,"550,347,233"
Arkansas,2016,"333 Machinery, Except Electrical",World Total,"964,074,506"
Arkansas,2016,334 Computer & Electronic Products,World Total,"381,506,627"
Arkansas,2016,"335 Electrical Equipment, Appliances & Components",World Total,"887,667,522"
Arkansas,2016,336 Transportation Equipment,World Total,"1,851,564,729"
Arkansas,2016,337 Furniture & Fixtures,World Total,"326,146,185"
Arkansas,2016,339 Miscellaneous Manufactured Commodities,World Total,"729,989,972"
Arkansas,2016,910 Waste And Scrap,World Total,"1,212,911"
Arkansas,2016,930 Used Or Second-hand Merchandise,World Total,"4,088,655"
Arkansas,2016,980 Goods Returned (exports For Canada Only),World Total,"85,356,108"
Arkansas,2016,990 Other Special Classification Provisions,World Total,"373,863"
Arkansas,2017,111 Agricultural Products,World Total,"34,091,672"
Arkansas,2017,112 Livestock & Livestock Products,World Total,"2,905,165"
Arkansas,2017,"113 Forestry Products, Nesoi",World Total,"420,829"
Arkansas,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"10,152,956"
Arkansas,2017,211 Oil & Gas,World Total,"2,575,902"
Arkansas,2017,212 Minerals & Ores,World Total,"5,601,977"
Arkansas,2017,311 Food & Kindred Products,World Total,"89,560,510"
Arkansas,2017,312 Beverages & Tobacco Products,World Total,"71,398,390"
Arkansas,2017,313 Textiles & Fabrics,World Total,"35,836,188"
Arkansas,2017,314 Textile Mill Products,World Total,"338,447,072"
Arkansas,2017,315 Apparel & Accessories,World Total,"491,456,517"
Arkansas,2017,316 Leather & Allied Products,World Total,"537,364,684"
Arkansas,2017,321 Wood Products,World Total,"61,048,804"
Arkansas,2017,322 Paper,World Total,"99,857,327"
Arkansas,2017,"323 Printed Matter And Related Products, Nesoi",World Total,"80,798,098"
Arkansas,2017,324 Petroleum & Coal Products,World Total,"6,046,255"
Arkansas,2017,325 Chemicals,World Total,"288,521,357"
Arkansas,2017,326 Plastics & Rubber Products,World Total,"222,732,710"
Arkansas,2017,327 Nonmetallic Mineral Products,World Total,"74,707,196"
Arkansas,2017,331 Primary Metal Mfg,World Total,"630,120,215"
Arkansas,2017,"332 Fabricated Metal Products, Nesoi",World Total,"603,353,170"
Arkansas,2017,"333 Machinery, Except Electrical",World Total,"884,147,447"
Arkansas,2017,334 Computer & Electronic Products,World Total,"534,288,192"
Arkansas,2017,"335 Electrical Equipment, Appliances & Components",World Total,"939,984,050"
Arkansas,2017,336 Transportation Equipment,World Total,"1,939,622,845"
Arkansas,2017,337 Furniture & Fixtures,World Total,"368,240,632"
Arkansas,2017,339 Miscellaneous Manufactured Commodities,World Total,"784,013,251"
Arkansas,2017,910 Waste And Scrap,World Total,"4,152,943"
Arkansas,2017,930 Used Or Second-hand Merchandise,World Total,"1,400,152"
Arkansas,2017,980 Goods Returned (exports For Canada Only),World Total,"149,610,140"
Arkansas,2017,990 Other Special Classification Provisions,World Total,"1,477,052"
Arkansas,2018,111 Agricultural Products,World Total,"69,494,701"
Arkansas,2018,112 Livestock & Livestock Products,World Total,"3,069,828"
Arkansas,2018,"113 Forestry Products, Nesoi",World Total,"510,038"
Arkansas,2018,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"4,464,639"
Arkansas,2018,211 Oil & Gas,World Total,"4,140,488"
Arkansas,2018,212 Minerals & Ores,World Total,"15,527,373"
Arkansas,2018,311 Food & Kindred Products,World Total,"105,558,783"
Arkansas,2018,312 Beverages & Tobacco Products,World Total,"84,518,796"
Arkansas,2018,313 Textiles & Fabrics,World Total,"44,058,725"
Arkansas,2018,314 Textile Mill Products,World Total,"434,398,410"
Arkansas,2018,315 Apparel & Accessories,World Total,"954,908,623"
Arkansas,2018,316 Leather & Allied Products,World Total,"945,867,473"
Arkansas,2018,321 Wood Products,World Total,"57,938,488"
Arkansas,2018,322 Paper,World Total,"100,954,051"
Arkansas,2018,"323 Printed Matter And Related Products, Nesoi",World Total,"87,572,323"
Arkansas,2018,324 Petroleum & Coal Products,World Total,"4,245,215"
Arkansas,2018,325 Chemicals,World Total,"363,979,839"
Arkansas,2018,326 Plastics & Rubber Products,World Total,"315,623,708"
Arkansas,2018,327 Nonmetallic Mineral Products,World Total,"82,029,890"
Arkansas,2018,331 Primary Metal Mfg,World Total,"421,006,455"
Arkansas,2018,"332 Fabricated Metal Products, Nesoi",World Total,"624,554,080"
Arkansas,2018,"333 Machinery, Except Electrical",World Total,"966,560,391"
Arkansas,2018,334 Computer & Electronic Products,World Total,"601,029,270"
Arkansas,2018,"335 Electrical Equipment, Appliances & Components",World Total,"1,184,541,870"
Arkansas,2018,336 Transportation Equipment,World Total,"2,093,829,312"
Arkansas,2018,337 Furniture & Fixtures,World Total,"487,869,166"
Arkansas,2018,339 Miscellaneous Manufactured Commodities,World Total,"1,118,197,797"
Arkansas,2018,910 Waste And Scrap,World Total,"47,960,749"
Arkansas,2018,930 Used Or Second-hand Merchandise,World Total,"18,128,125"
Arkansas,2018,980 Goods Returned (exports For Canada Only),World Total,"278,369,839"
Arkansas,2018,990 Other Special Classification Provisions,World Total,"2,633,900"
California,2014,111 Agricultural Products,World Total,"7,023,796,209"
California,2014,112 Livestock & Livestock Products,World Total,"430,962,288"
California,2014,"113 Forestry Products, Nesoi",World Total,"161,378,270"
California,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,"4,467,144,567"
California,2014,211 Oil & Gas,World Total,"29,304,600,523"
California,2014,212 Minerals & Ores,World Total,"172,166,766"
California,2014,311 Food & Kindred Products,World Total,"10,536,380,150"
California,2014,312 Beverages & Tobacco Products,World Total,"4,227,936,340"
California,2014,313 Textiles & Fabrics,World Total,"1,687,734,763"
California,2014,314 Textile Mill Products,World Total,"4,061,597,838"
California,2014,315 Apparel & Accessories,World Total,"20,306,734,863"
California,2014,316 Leather & Allied Products,World Total,"11,177,068,481"
California,2014,321 Wood Products,World Total,"2,460,429,683"
California,2014,322 Paper,World Total,"2,302,661,112"
California,2014,"323 Printed Matter And Related Products, Nesoi",World Total,"927,237,133"
California,2014,324 Petroleum & Coal Products,World Total,"4,502,421,805"
California,2014,325 Chemicals,World Total,"14,531,497,190"
California,2014,326 Plastics & Rubber Products,World Total,"9,299,850,449"
California,2014,327 Nonmetallic Mineral Products,World Total,"3,350,080,603"
California,2014,331 Primary Metal Mfg,World Total,"6,259,400,794"
California,2014,"332 Fabricated Metal Products, Nesoi",World Total,"7,851,205,469"
California,2014,"333 Machinery, Except Electrical",World Total,"17,897,106,061"
California,2014,334 Computer & Electronic Products,World Total,"116,323,501,888"
California,2014,"335 Electrical Equipment, Appliances & Components",World Total,"18,738,512,902"
California,2014,336 Transportation Equipment,World Total,"68,007,571,864"
California,2014,337 Furniture & Fixtures,World Total,"7,731,547,949"
California,2014,339 Miscellaneous Manufactured Commodities,World Total,"20,320,699,443"
